English,Bangla
i d like a first class ticket ,আম র একট প রথম শ র ণ র ট ক ট চ ই।
i d like to confirm my ticket ,আম আম র ট ক টট ন শ চ ত করত চ ই।
i d rather stay here with you ,আম বর ত ম র স থ এখ ন থ কব ।
i ll be back in three minutes ,আম ত ন ম ন ট র মধ য ফ র আসব ।
i m giving it to you for free ,আম আপন ক এট ব ন ম ল য দ চ ছ ।
i m looking for a cheap hotel ,আম একট সস ত হ ট ল খ জছ ।
i m not going to wait for you ,আম ত ম র জন য অপ ক ষ করব ন ।
i m not very good at swimming ,আম স ত র খ ব একট ভ ল নই।
i m sitting alone in my house ,আম আম র ব স য এক বস আছ ।
i m sure i ve seen him before ,আম ন শ চ ত য আম ত ক আগ ও দ খ ছ ।
i ve never lived in australia ,আম অস ট র ল য য থ ক ন ।
is tom jackson your real name?,টম জ য কসন ক ত ম র আসল ন ম?
is tom jackson your real name?,টম জ য কসন ক আপন র আসল ন ম?
is there a hospital near here?,এখ ন ক ছ ক ছ র মধ য ক ন হ সপ ত ল আছ ?
is this movie based on a book?,এই স ন ম ক ক ন বইয র উপর ভ ত ত কর ত র কর হয ছ ?
it was an excellent editorial ,এট একট চম ক র সম প দক য ছ ল।
it was cheaper than i thought ,আম য ভ ব ছ ল ম ত র থ ক অন ক সস ত ছ ল।
january comes before february ,ফ ব র য র র আগ জ ন য র আস ।
japan is to the east of china ,জ প ন চ ন র প র ব অবস থ ত।
japanese is our mother tongue ,আম দ র ম ত ভ ষ জ প ন ।
kindly mind your own business ,দয কর ন জ র চরক য ত ল দ ন।
let s forget about last night ,চল ন গত র ত র কথ ভ ল য ই।
let s talk about the jacksons ,চল জ য কসনদ র কথ বল ।
luxembourg is a small country ,ল ক স মব র গ ছ ট একট দ শ।
make the font a little bigger ,ফন টট আর কট বড কর ন।
may i borrow your car tonight?,আম ক আজ র ত আপন র গ ড ধ র ন ত প র ?
my father can fly an airplane ,আম র ব ব প ল ন ওড ত প র ।
my luggage hasn t arrived yet ,আম র ম লপত র এখন এস প ছ য ন ।
nobody answered the telephone ,ক উই ফ নট র জব ব দ ল ন ।
oil is scarce in this country ,এই দ শ ত ল র অভ ব।
oslo is the capital of norway ,অসল নরওয র র জধ ন ।
show me a cheaper one please ,আম ক আর সস ত একট দ খ ন।
show me your passport please ,অন গ রহ কর আপন র প সপ র টট দ খ ব ন।
tasmania belongs to australia ,ত সম ন য অস ট র ল য র অন তর গত।
that experiment was a failure ,ওই গব ষণ ট অসফল হয ছ ল ।
that s what i was looking for ,আম এইট ই খ জছ ল ম।
that s what we need right now ,এট ই এখন আম দ র দরক র।
the day turned out to be fine ,দ নট ভ ল ই ক টল।
the experiment was successful ,গব ষণ ট সফল হয ছ ল ।
the robot went out of control ,র বটট ন য ন ত রণ র ব ইর চল গ য ছ ল।
the station is two miles away ,স ট শনট দ ম ইল দ র ।
there are many people in asia ,এশ য ত অন ক ল ক আছ ।
there s a mistake in the bill ,ব লট য একট ভ ল আছ ।
these are really just excuses ,এগ ল আসল শ ধ অজ হ ত।
they became citizens of japan ,ত র জ প ন র ন গর ক হয ছ ন।
this is yesterday s newspaper ,এট গতক ল র খবর র ক গজ।
this temple dates back to 780 ,এই মন দ রট স ল র।
those two pieces fit together ,ওই দ ট ট কর একস থ এ ট য য ।
tom always keeps his promises ,টম সবসময ত র কথ র খ ।
tom always keeps his promises ,টম সবসময ত র কথ র খ ন।
tom always keeps his promises ,টম সবসময ওন র কথ র খ ন।
tom always keeps his promises ,টম সবসময ওর কথ র খ ।
tom and mary are good singers ,টম এব ম র ভ ল গ য ক।
tom and mary both are artists ,টম আর ম র শ ল প ।
tom asked me where mary lived ,ম র ক থ য থ ক স ট টম জ নত চ ইল।
tom can explain the situation ,টম পর স থ ত ব য খ য করত প রব ।
tom certainly is good looking ,টম সত য ই খ ব স দর শন।
tom certainly is hypocritical ,টম সত য ই ক ট ল।
tom doesn t have any patience ,টম র ধ র য ন ই।
tom doesn t know mary is here ,টম জ ন ন য ম র এখ ন ।
tom earns twice as much as me ,টম আম র থ ক দ ব গ ন আয কর ।
tom helped mary set the table ,টম ম র ক ট ব ল স ট করত স হ য য কর ।
tom kept silent during dinner ,টম র ত র খ ব র র সময চ পচ প ছ ল।
tom kept silent during dinner ,টম র ত র খ ব র র সময চ পচ প ছ ল ন।
tom says he s going to resign ,টম বলছ য ও পদত য গ করব ।
tom slept with his clothes on ,টম ত র জ ম পর ই ঘ ম য ছ ।
tom started cursing in french ,টম ফর স ত গ ল গ ল দ ওয শ র করল ।
tom tried to keep his chin up ,টম ত র ম খ উ চ র খ র চ ষ ট কর ছ ল।
tom tried to keep his chin up ,টম ত র ম খ উ চ র খ র চ ষ ট কর ছ ল ন।
tom tried to keep his chin up ,টম ওর ম খ উ চ র খ র চ ষ ট কর ছ ল।
tom tried to keep his chin up ,টম ওন র ম খ উ চ র খ র চ ষ ট কর ছ ল ন।
tom used to be scared of dogs ,টম র ক ক র র প রত ভয ছ ল ।
tom used to be scared of dogs ,টম ক ক রক ভয প ত ।
tom was killed in an accident ,টম একট দ র ঘটন য ম র গ ছ ।
turn right at the next corner ,পর র ম ড ট য ড নদ ক ব ক য ব ন।
we both know this isn t right ,আমর দ জন ই জ ন য এট ঠ ক নয ।
we couldn t agree on anything ,আমর ক ছ ত ই একমত হত প র ন ।
we don t live in fear anymore ,আমর আর ভয ব চ ন ।
we have room for three others ,আম দ র আরও ত ন জন র জন য জ য গ আছ ।
we met last year in australia ,আম দ র গত বছর অস ট র ল য য দ খ হয ছ ল।
what are you suggesting we do?,আপন আম দ র ক পর মর শ দ চ ছ ন?
what sort of hats do you like?,আপন ক ন ধরন র ট প পছন দ কর ন?
what time do you start school?,কয ট র সময ত ম র স ক ল শ র হয ?
what time does the ship leave?,জ হ জট কট র সময ছ ড ?
when do you usually go to bed?,আপন স ধ রণত কট র সময শ ত য ন?
when do you usually go to bed?,ত ম স ধ রণত কট র সময শ ত য ও?
where are you going on monday?,স মব র আপন ক থ য য চ ছ ন?
where are you going on monday?,স মব র ত ম ক থ য য চ ছ ?
where can i buy that magazine?,আম ওই পত র ক ট ক থ থ ক ক নত প রব?
where do you watch television?,আপন ক থ য ট ল ভ শন দ খ ন?
where is the closest hospital?,ক ছ ক ছ র মধ য হ সপ ত লট ক থ য আছ ?
why aren t you coming with us?,আম দ র স থ আসছ ন ন ক ন?
why aren t you coming with us?,আম দ র স থ আসছ ন ক ন?
would you like to come inside?,আপন ক ভ তর আসব ন?
would you like to come inside?,আপন র ক ভ তর আসব ন?
would you like to come inside?,ত ম ক ভ তর আসব ?
would you like to come inside?,ত মর ক ভ তর আসব ?
you can eat anything you want ,আপন র য ট ইচ ছ হয স ট খ ত প র ন।
you can eat anything you want ,ত ম র য ট ইচ ছ হয স ট খ ত প র ।
you can eat whatever you like ,আপন র য ইচ ছ ত ই খ ত প র ন।
you can eat whatever you like ,ত ম র য ইচ ছ ত ই খ ত প র ।
you shouldn t speak so loudly ,ত ম র এত জ র কথ বল উচ ত নয ।
your bike is better than mine ,ত ম র ব ইকট আম রট থ ক ভ ল।
 i want to go home so do i , আম ব ড য ত চ ই। আম ও। 
a map helps us study geography ,ম নচ ত র আম দ র ভ গ ল প ঠ সহ য ত কর ।
antibiotics can t kill viruses ,অ য ন ট ব য ট ক ভ ইর সক ম রত প র ন ।
anyone may use this dictionary ,য ক উ এই অভ ধ নট ব যবহ র করত প র ন।
can you gift wrap this please?,এট ক একট গ ফট র য প কর দ ত প রব ন?
